FLEXI-INTL	FINANCIALS	ACCOUNTING	ENTPRISE-APP	ACCOUNTING
CONCURRENT	DISK	DISK-DRIVE	DISK	DISK DRIVE
SET	PRINTER	PRINTER	PRINTER	PRINTER
Veeva Sys	Veeva Vault	DOC-MGMT	WORKFLOW	DOCUMENT MANAGEMENT
INTERCONECT	INET-ACCESS	 	 	INTERNET ACCESS PROVIDER
VERIZON	IDS	INTRSN-DECT	SECURITY-MGT	INTRUSION DETECTION SOFTWARE
MAN-OBJECTS	EAI	EAI	WORKFLOW	ENTERPRISE APPL INTEGRATION
SPIDER	ROUTER	ROUTER	ROUTER	ROUTER
Microsoft	VsSourceSafe	SOFT-CONFIG	APPL-MGMT	SOFTWARE CONFIGURATION MGMT
CORTELCO	PBX-EXT	 	 	PLANNED PBX EXTENSIONS
INTER-TEL	KEY-SYSTEM	KEY-SYSTEM	KEY-SYSTEM	KEY/NON-PBX SYSTEM
NCR	6470	PRODUCTION	PRODUCTION	PRODUCTION PRINTER
UNISYS	DEV-TOOL	DEV-TOOL	APPL-MGMT	APPL DEVELOPMENT TOOLS
IBM	IBM Tealeaf	SAAS-CRM	CLOUD-CMPTNG	CRM AS A SERVICE
INFOR	CRM	CRM/SFA	ENTPRISE-APP	CUSTOMER/SALESFORCE MGMT
MICROAGE	PURCH-SOURCE	 	 	MICROAGE
AT&T	DESKTOP	DESKTOP	PC	PERSONAL DESKTOP COMPUTER
Schlumbergr	GeoFrame	PUBLISHING	ENTPRISE-APP	DESIGN & PUBLISHING SOFTWARE
SILVERSERVE	INET-ACCESS	 	 	INTERNET ACCESS PROVIDER
GPS	UPS	 	 	POWER SYSTEM
CLEARPATH	MPLS	MPLS	MPLS	MULTIPROTCOL LABEL SWITCHING
EMC	Symmetrix	DISK-NAS	NAS	NETWORK ATTACHED STORAGE
ProgressSw	Apama	BI	DBMS-BI	BUSINESS INTELLIGENCE
IBM	RACF	ACCESS-MGMT	SECURITY-MGT	ACCESS MANAGEMENT
MICROSOFT	MAIL	GROUPWARE	OFFICE	GROUPWARE SOFTWARE
NEXT	INKJET	INKJET	INKJET	INK JET PRINTER
LOTUS	DOMINO-GO	APP-SERVER	WORKFLOW	APPLICATION SERVER SOFTWARE
ORACLE	APP-SERVER	APP-SERVER	WORKFLOW	APPLICATION SERVER SOFTWARE
ANSYS	HFSS	MANUFACTURER	IND-SPECIFIC	MANUFACTURING
Oracle	Solaris9	UNIX	UNIX	OPERATING SYSTEM
EMC	homebase	STORAGE-MGMT	STORAGE-MGMT	STORAGE MANAGEMENT
TELCO	MAINT	MAINT	MAINT	MAINTENANCE VENDOR
EPICOR	PLATINUM-HR	HUMAN-RES	ENTPRISE-APP	HUMAN RESOURCES MANAGEMENT
CABLE&WIRE	VOICEPROVIDE	LONG-DIST	LONG-DIST	LONG DISTANCE CARRIER
VIGNETTE	FRONTOFFICE	CRM/SFA	ENTPRISE-APP	CUSTOMER/SALESFORCE MGMT
IBM	SAN	SAN	SAN	STORAGE AREA NETWORK
